IN;Bihar;Phulwari Sharif;25.5777;85.0725
IN;Uttar Pradesh;Varanasi;25.3167;83.0104
TW;Taiwan;Taoyuan;25.0797;121.234
TW;Taiwan;Taipei;25.033;121.565
TW;Taiwan;Neihu District;25.0689;121.591
TW;Taiwan;Taipei;25.0334;121.566
TW;Taipei;New Taipei City;25.062;121.457
TW;Taipei;Banqiao District;25.0143;121.467
TW;Taiwan;Taipei;25.0531;121.526
TW;Taipei;Danshui;25.172;121.443
TW;Taiwan;Neihu District;25.0815;121.588
TW;Taipei;Xizhi District;25.0662;121.66
IN;Rajasthan;Siwāna;25.6515;72.4224
IN;Rajasthan;Pāli;25.7728;73.3233
IN;Rajasthan;Bārmer;25.7457;71.3921
TW;Taiwan;Keelung;25.1309;121.741
TW;Taipei;Jiufen;25.1096;121.844
AE;Fujairah;Al Aqqah;25.4111;56.2482
US;Florida;Miami;25.7617;-80.1918
QA;Baladīyat ad Dawḩah;Doha;25.2854;51.531
AE;Dubai;Dubai (Hor Al Anz);25.2775;55.3418
AE;Sharjah;Halwan;25.3459;55.4216
AE;Ajman;Ajman;25.4018;55.4788
AE;Sharjah;Sharjah city;25.3374;55.4121
AE;Sharjah;Al Ḩamrīyah;25.4782;55.5338
AE;Raʼs al Khaymah;Al Jazīrah al Ḩamrā’;25.7091;55.8077
AE;Dubai;DAMAC Hills;25.0292;55.2528
AE;Dubai;Palm Jumeirah;25.1161;55.1351
AE;Dubai;Bur Dubai;25.2604;55.2989
AE;Dubai;Dubai;25.0772;55.3093
AE;Dubai;Warisan;25.1674;55.4071
AE;Sharjah;Al Sajaah;25.3153;55.6321
AE;Fujairah;Ţarīf Kalbā;25.0695;56.3312
AE;Sharjah;Kalbā;25.0513;56.3542
AE;Umm al Qaywayn;Al Raafah;25.5507;55.6862
AE;Fujairah;Fujairah;25.1221;56.3345
AE;Dubai;Motor City;25.0459;55.241
AE;Raʼs al Khaymah;Ras al-Khaimah;25.7895;55.9432
AE;Sharjah;Khor'fakkan;25.3313;56.342
AE;Dubai;Discovery Gardens;25.0383;55.1458
AE;Dubai;Jebel Ali;25.0026;55.1081
AE;Ajman;Al Manāmah;25.3299;56.0219
AE;Dubai;Dubai (Ras Al Khor);25.1945;55.3641
AE;Ajman;Ajman;25.4052;55.5136
AE;Fujairah;Fujairah;25.1164;56.3414
AE;Sharjah;Murbaḩ;25.2762;56.3626
AE;Fujairah;Dibba Al-Hisn;25.6196;56.2729
AE;Umm al Qaywayn;Umm al-Quwain;25.5647;55.5552
AE;Fujairah;Reef Al Fujairah City;25.1448;56.2476
AE;Fujairah;Dibba Al-Fujairah;25.5925;56.2618
AE;Dubai;Dubai (Al Barsha First);25.1212;55.2005
TW;Taiwan;Taipei;25.0501;121.565
SA;Eastern Province;Al Munayzilah;25.3833;49.6667
SA;Eastern Province;Hofuf;25.3647;49.5876
SA;Tabuk Region;Umluj;25.0213;37.2685
IR;Sistan and Baluchestan;Konārak;25.3604;60.3995
IR;Sistan and Baluchestan;Chabahar;25.2919;60.643
AE;Dubai;Dubai;25.2048;55.2708
MX;Nuevo León;Monterrey (La Primavera);25.6523;-100.277
US;Florida;Little Havana;25.7681;-80.2331
US;Florida;Miami;25.77;-80.168
AE;Dubai;Dubai (Al Sufouh);25.0898;55.1528
AE;Dubai;Dubai (Academic City);25.125;55.4093
AE;Dubai;Dubai (Academic City);25.1241;55.41
AE;Dubai;Dubai (Academic City);25.1318;55.4198
AE;Dubai;Dubai (Academic City);25.1131;55.4084
AE;Fujairah;Fujairah;25.1288;56.3265
SA;Ar Riyāḑ;Riyadh;25.0054;46.5448
AE;Sharjah;Sharjah city;25.3463;55.4209
IR;Hormozgan;Jask;25.6453;57.7755
SA;Riyadh Region;Al Majma'ah;25.911;45.3567
SA;Riyadh Region;Marāt;25.0706;45.4577
SA;Riyadh Region;Sājir;25.1825;44.5996
QA;Baladīyat ad Dawḩah;Doha (Diplomatic Area);25.3177;51.5301
AE;Sharjah;Sha'biyyat Milе̄hah;25.1352;55.8843
SA;Riyadh Region;Rumāḩ;25.5639;47.1641
SA;Eastern Province;Julayjilah;25.5;49.6
SA;Eastern Province;Al Mubarraz;25.4077;49.5903
SA;Eastern Province;Al Qurayn;25.4833;49.6
SA;Eastern Province;Abqaiq;25.934;49.6688
SA;Eastern Province;Al Muţayrifī;25.4788;49.5582
SA;Eastern Province;Al Qārah;25.4167;49.6667
SA;Eastern Province;Al Markaz;25.4;49.7333
SA;Eastern Province;Al Baţţālīyah;25.4333;49.6333
SA;Eastern Province;Al Jubayl;25.4;49.65
US;Florida;Sunny Isles Beach;25.9506;-80.1228
US;Florida;Bal Harbour;25.8918;-80.127
US;Florida;Miramar;25.9904;-80.3547
US;Florida;Miami (Coral Way Village);25.7507;-80.2227
US;Florida;Miami;25.7743;-80.1937
US;Florida;Hallandale;25.9962;-80.1431
US;Florida;Brownsville;25.8218;-80.2412
US;Florida;Miami Beach;25.7906;-80.1301
US;Florida;Miami (Downtown Miami);25.7746;-80.1906
US;Florida;Miramar;25.9861;-80.3036
US;Florida;Allapattah;25.8145;-80.2239
US;Florida;Kendall;25.6793;-80.3173
US;Florida;Isle of Normandy;25.8529;-80.135
US;Florida;Coconut Grove;25.7126;-80.257
US;Florida;Aventura;25.9565;-80.1392
US;Florida;Golden Beach;25.9651;-80.1223
US;Florida;Doral;25.8195;-80.3553
US;Florida;Ojus;25.9484;-80.1506
US;Florida;North Miami Beach;25.9331;-80.1625
US;Florida;El Portal;25.8554;-80.1931
US;Florida;Miami (Downtown Miami);25.7739;-80.1886
US;Florida;Coral Gables (Coral Gables Section);25.7515;-80.2564
US;Florida;Hallandale;25.9852;-80.1356
US;Florida;Miami;25.6826;-80.3153
US;Florida;Fountainbleau;25.7729;-80.3478
MX;Nuevo León;Paseos del Roble;25.9064;-100.2
MX;Nuevo León;Ciudad Satélite del Norte;25.9145;-100.265
US;Florida;Doral;25.8067;-80.3229
US;Florida;Miami (Little River);25.8484;-80.1949
US;Florida;Doral;25.8127;-80.3195
US;Florida;Homestead;25.4399;-80.4765
US;Florida;Miramar;25.9806;-80.2817
US;Florida;Miami Beach (South Beach);25.775;-80.1331
US;Florida;Miami (Little Havana);25.7649;-80.2544
US;Florida;Miami;25.6267;-80.3931
US;Florida;Miami;25.8415;-80.2588
US;Florida;Miami;25.8291;-80.3128
US;Florida;Hialeah;25.9042;-80.3264
US;Florida;Miami Beach (Nautilus);25.8228;-80.1322
US;Texas;Brownsville;25.9168;-97.4761
US;Florida;Miami;25.8886;-80.2574
US;Florida;Miami;25.6486;-80.3312
US;Florida;Miramar;25.9738;-80.3506
US;Florida;Miami;25.8345;-80.3187
US;Florida;Miami;25.6848;-80.3865
US;Florida;Miami;25.8012;-80.306
US;Florida;Miami (West End);25.6534;-80.4082
US;Texas;Brownsville (Mitte Cultural District);25.9014;-97.4963
US;Florida;Miami;25.7783;-80.2884
US;Florida;Hialeah;25.8801;-80.2609
US;Florida;Miami (Douglas);25.7633;-80.2569
US;Florida;Doral;25.8071;-80.3792
US;Florida;North Miami;25.8991;-80.1663
US;Florida;Miami (Brickell);25.7605;-80.1909
US;Florida;Miami (Downtown Miami);25.7824;-80.1931
US;Florida;Miami;25.9544;-80.1475
US;Florida;Doral;25.7996;-80.3263
US;Florida;Miami (Downtown Miami);25.7802;-80.1943
US;Florida;Miramar;25.9868;-80.3374
US;Florida;Medley;25.8413;-80.3163
US;Florida;Miami;25.8863;-80.2322
US;Florida;Miami;25.7834;-80.3023
US;Florida;Miami;25.6146;-80.3473
US;Florida;Doral;25.7952;-80.3189
US;Florida;Virginia Gardens;25.8104;-80.3023
US;Florida;Hollywood (Hollywood South Central Beach);25.9906;-80.1179
US;Florida;Miami Lakes;25.8997;-80.2989
US;Florida;Aventura;25.9685;-80.1431
US;Texas;Brownsville;25.9215;-97.5124
US;Florida;Miami;25.7448;-80.3525
US;Florida;Pembroke Park;25.9867;-80.1775
US;Florida;Miami;25.7405;-80.3393
US;Florida;Doral;25.7933;-80.3336
US;Florida;Miramar;25.9847;-80.3411
US;Florida;Miami;25.8815;-80.2235
US;Florida;Miami;25.6903;-80.3125
US;Florida;Miami;25.8205;-80.3127
US;Florida;Medley;25.8596;-80.3427
US;Florida;Miami (Downtown Miami);25.7814;-80.1877
US;Florida;Miami;25.6931;-80.3061
US;Florida;Doral;25.8126;-80.3232
US;Florida;Miami Gardens;25.9392;-80.2471
US;Florida;Miami Beach (Bayshore);25.8113;-80.1362
US;Florida;Miami;25.8504;-80.2089
US;Florida;Miramar;25.9803;-80.3454
US;Florida;Miami;25.7926;-80.3028
US;Florida;Hollywood (Washington Park);25.9994;-80.2033
US;Florida;Hialeah;25.8982;-80.353
US;Florida;Doral;25.789;-80.3733
US;Florida;Coral Gables (Riviera);25.7097;-80.2842
US;Florida;Miami (West End);25.7443;-80.417
US;Florida;Miami (Downtown Miami);25.7897;-80.1874
US;Florida;Coral Gables (Riviera);25.7181;-80.2712
US;Florida;Miami;25.7924;-80.3748
US;Florida;Miami;25.8847;-80.3785
US;Florida;Miami (Little Haiti);25.8414;-80.2005
US;Florida;Miami;25.8231;-80.1942
US;Florida;Miami;25.6909;-80.3828
US;Florida;Miami;25.644;-80.3355
US;Florida;Miami (Flagami);25.7755;-80.2636
US;Florida;Miami;25.7878;-80.2339
US;Florida;Doral;25.7856;-80.3683
US;Florida;Miramar;25.9762;-80.2803
US;Florida;Miami (West End);25.6547;-80.4063
US;Florida;Hialeah;25.8957;-80.3522
US;Florida;Miami;25.778;-80.3165
US;Florida;Miami;25.7153;-80.336
US;Florida;Richmond West;25.5806;-80.4281
US;Florida;Miami (West End);25.6792;-80.4506
US;Florida;Miami;25.7962;-80.4067
US;Florida;Miami;25.7905;-80.3121
US;Florida;Miami (Downtown Miami);25.7764;-80.178
US;Florida;Homestead;25.4868;-80.4779
US;Florida;Miami;25.6886;-80.3555
US;Florida;Miami;25.8413;-80.2566
US;Florida;Miami Beach (Normandy Isles);25.8518;-80.1411
US;Florida;Homestead;25.466;-80.4232
US;Florida;Miami (Brickell);25.7625;-80.1911
US;Florida;Miami;25.6859;-80.3137
US;Florida;Doral;25.7883;-80.3482
US;Florida;Miramar;25.9768;-80.3451
US;Florida;Homestead;25.5084;-80.5444
US;Florida;Homestead;25.3867;-80.4528
US;Florida;Miami (Miami Design District);25.813;-80.1925
US;Florida;Miami (Overtown);25.7876;-80.2003
US;Florida;Miramar;25.9885;-80.3415
US;Florida;Sunny Isles Beach;25.9432;-80.122
US;Florida;Miami;25.8481;-80.2085
US;Florida;Aventura;25.9457;-80.1356
US;Florida;North Miami;25.8998;-80.1527
US;Florida;Hallandale;25.9812;-80.1484
US;Florida;Miami;25.7829;-80.2807
US;Florida;Miami Lakes;25.9141;-80.3086
US;Florida;Miami;25.5555;-80.3736
US;Florida;Hallandale;25.9786;-80.1474
US;Florida;Miami;25.8655;-80.3775
US;Florida;Medley;25.8517;-80.3295
US;Florida;Miami (West End);25.6557;-80.4093
US;Texas;Brownsville;25.9149;-97.4746
US;Florida;Hialeah;25.8533;-80.3156
US;Texas;Brownsville;25.9551;-97.485
US;Florida;Hollywood;25.9741;-80.2859
US;Florida;Miami (West End);25.6529;-80.409
US;Florida;North Miami Beach;25.9296;-80.1698
US;Florida;Miami;25.7915;-80.3796
US;Florida;Miami (West End);25.6481;-80.4077
US;Florida;Miami (West End);25.7441;-80.4159
US;Florida;Homestead;25.4771;-80.473
US;Florida;Homestead;25.4853;-80.5418
US;Florida;Miami (Brickell);25.7678;-80.193
US;Florida;Miami;25.8134;-80.251
US;Florida;Miami Beach (South Beach);25.7904;-80.1357
US;Florida;Doral;25.8084;-80.3301
US;Florida;North Miami Beach;25.9331;-80.1626
US;Florida;The Crossings;25.6707;-80.4012
US;Florida;Miami Beach;25.8198;-80.1221
US;Florida;Hialeah;25.8238;-80.2622
US;Florida;Miami (West End);25.6414;-80.4138
US;Florida;Coral Gables (Coral Gables Section);25.7483;-80.2783
US;Florida;Hallandale;25.9862;-80.1381
US;Florida;Miami (Little Haiti);25.8255;-80.2018
US;Florida;Miami (Upper East Side);25.8146;-80.1857
US;Florida;Miami (Government Center);25.7757;-80.1931
US;Florida;Miami Beach;25.7717;-80.1402
US;Florida;Miami (Little Havana);25.7727;-80.2335
US;Florida;Coral Gables (Crafts);25.7456;-80.2619
US;Florida;Miami Beach (South Beach);25.7924;-80.1423
US;Florida;Doral;25.798;-80.33
US;Florida;Miami Beach (South Beach);25.7889;-80.1296
US;Florida;Hialeah;25.8769;-80.3319
US;Florida;Miami (Overtown);25.7808;-80.1958
US;Florida;Tamiami;25.7587;-80.3984
US;Florida;Miami (Douglas);25.7639;-80.2567
US;Florida;Miami Beach (South Beach);25.7692;-80.1338
US;Florida;Doral;25.7919;-80.3359
US;Florida;Miami (Overtown);25.7867;-80.2106
US;Florida;Miami;25.6878;-80.3566
US;Florida;Miami Beach (City Center);25.7915;-80.1386
US;Florida;Miramar;25.9738;-80.2744
US;Florida;Hialeah;25.8599;-80.2606
US;Florida;Miami;25.7689;-80.3805
US;Florida;Miami (Coral Way Village);25.734;-80.2528
US;Florida;South Miami;25.7037;-80.2962
US;Texas;Brownsville;25.9017;-97.4975
US;Florida;Miami (Allapattah);25.8109;-80.2262
US;Florida;Miami;25.9731;-80.125
US;Florida;Golden Glades;25.9118;-80.2003
US;Florida;Miami (Brickell);25.7585;-80.1931
US;Florida;Doral;25.8011;-80.3337
US;Florida;Miami;25.7961;-80.411
US;Florida;Miami Beach (City Center);25.7917;-80.1368
US;Florida;Doral;25.7943;-80.3318
US;Florida;Miramar;25.976;-80.3487
US;Florida;Doral;25.8279;-80.3583
US;Florida;Miami (Brickell);25.7682;-80.1944
US;Florida;Miami;25.7897;-80.3072
US;Florida;Opa-locka;25.8931;-80.2699
